
========== 12 0 0 3
0 0 -1 6
q-Boundary -0.999971 -1 0.5
amplitude  1000 0 1000
mean       0.0817981 -0.8 0.8
sigma      0.167886 0.1 0.3
expb_amp   0.110427 0 0.4
expb_amp   6.01512 0 10
const_bg   10 0 10
========== 12 1 0 -1
0 0 -1 6
q-Boundary -1 -1 0.5
amplitude  100 0 1000
mean       0.1 -0.8 0.8
sigma      0.2 0.1 0.3
expb_amp   0.1 0 0.4
expb_amp   5 0 10
const_bg   1 0 10
========== 12 2 0 -1
0 0 -1 6
q-Boundary -1 -1 0.5
amplitude  100 0 1000
mean       0.1 -0.8 0.8
sigma      0.2 0.1 0.3
expb_amp   0.1 0 0.4
expb_amp   5 0 10
const_bg   1 0 10
========== 12 3 0 -1
0 0 -1 6
q-Boundary -1 -1 0.5
amplitude  100 0 1000
mean       0.1 -0.8 0.8
sigma      0.2 0.1 0.3
expb_amp   0.1 0 0.4
expb_amp   5 0 10
const_bg   1 0 10
========== 12 4 0 -1
0 0 -1 6
q-Boundary -1 -1 0.5
amplitude  100 0 1000
mean       0.1 -0.8 0.8
sigma      0.2 0.1 0.3
expb_amp   0.1 0 0.4
expb_amp   5 0 10
const_bg   1 0 10
========== 12 5 0 -1
0 0 -1 6
q-Boundary -1 -1 0.5
amplitude  100 0 1000
mean       0.1 -0.8 0.8
sigma      0.2 0.1 0.3
expb_amp   0.1 0 0.4
expb_amp   5 0 10
const_bg   1 0 10
========== 12 6 0 3
0 0 -1 6
q-Boundary 0.492861 -1 0.5
amplitude  8.27404e-10 0 1000
mean       0.79993 -0.8 0.8
sigma      0.299996 0.1 0.3
expb_amp   0.0706577 0 0.4
expb_amp   5.14673 0 10
const_bg   2.44707 0 10
========== 12 7 0 3
0 0 -1 6
q-Boundary -0.0312348 -1 0.5
amplitude  18.4623 0 1000
mean       0.229524 -0.8 0.8
sigma      0.1 0.1 0.3
expb_amp   0.0685789 0 0.4
expb_amp   6.65814 0 10
const_bg   5.83661 0 10
========== 12 8 0 3
0 0 -1 6
q-Boundary -0.272196 -1 0.5
amplitude  175.314 0 1000
mean       0.0641781 -0.8 0.8
sigma      0.136791 0.1 0.3
expb_amp   0.283901 0 0.4
expb_amp   2.54545 0 10
const_bg   0.991723 0 10
========== 12 9 0 3
0 0 -1 6
q-Boundary -0.376386 -1 0.5
amplitude  187.957 0 1000
mean       0.0451464 -0.8 0.8
sigma      0.157616 0.1 0.3
expb_amp   0.215008 0 0.4
expb_amp   2.61347 0 10
const_bg   1.03329 0 10
========== 12 10 0 3
0 0 -1 6
q-Boundary -0.532236 -1 0.5
amplitude  140.23 0 1000
mean       0.0763416 -0.8 0.8
sigma      0.158299 0.1 0.3
expb_amp   0.0747341 0 0.4
expb_amp   4.74018 0 10
const_bg   0.229592 0 10
========== 12 11 0 3
0 0 -1 6
q-Boundary -0.642251 -1 0.5
amplitude  107.232 0 1000
mean       0.0942437 -0.8 0.8
sigma      0.144652 0.1 0.3
expb_amp   0.110796 0 0.4
expb_amp   4.55301 0 10
const_bg   1.87646e-12 0 10
========== 12 12 0 3
0 0 -1 6
q-Boundary -0.790372 -1 0.5
amplitude  83.442 0 1000
mean       0.114897 -0.8 0.8
sigma      0.154166 0.1 0.3
expb_amp   0.0700312 0 0.4
expb_amp   4.81852 0 10
const_bg   0.199942 0 10
========== 12 13 0 3
0 0 -1 6
q-Boundary -0.924535 -1 0.5
amplitude  68.8686 0 1000
mean       0.115294 -0.8 0.8
sigma      0.156167 0.1 0.3
expb_amp   0.067661 0 0.4
expb_amp   4.78493 0 10
const_bg   0.0271788 0 10
========== 12 14 0 3
0 0 -1 6
q-Boundary -0.999729 -1 0.5
amplitude  53.9181 0 1000
mean       0.109204 -0.8 0.8
sigma      0.153346 0.1 0.3
expb_amp   0.0851666 0 0.4
expb_amp   4.52118 0 10
const_bg   0.11559 0 10
========== 12 15 0 3
0 0 -1 6
q-Boundary -0.994216 -1 0.5
amplitude  90.6301 0 1000
mean       0.105875 -0.8 0.8
sigma      0.169735 0.1 0.3
expb_amp   0.0768409 0 0.4
expb_amp   5.01513 0 10
const_bg   0.849975 0 10
========== 12 16 0 3
0 0 -1 6
q-Boundary -0.999641 -1 0.5
amplitude  78.3308 0 1000
mean       0.0954026 -0.8 0.8
sigma      0.174929 0.1 0.3
expb_amp   0.0563904 0 0.4
expb_amp   4.89921 0 10
const_bg   1.11497 0 10
========== 12 17 0 3
0 0 -1 6
q-Boundary -0.999997 -1 0.5
amplitude  73.9673 0 1000
mean       0.0835189 -0.8 0.8
sigma      0.182583 0.1 0.3
expb_amp   0.0450072 0 0.4
expb_amp   4.68339 0 10
const_bg   1.32591 0 10
========== 12 18 0 3
